--------- beginning of main
07-15 00:58:18.578 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 10 lines
07-15 00:58:42.182 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 10 lines
07-15 00:59:05.759 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 10 lines
07-15 00:59:29.302 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 10 lines
07-15 00:59:52.777 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 10 lines
07-15 01:00:16.250 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 3 lines
07-15 01:00:23.316 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204347(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 173us total 219.669ms
07-15 01:04:48.200 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205979(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 227us total 238.754ms
07-15 01:04:50.592 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203063(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 174us total 233.930ms
07-15 01:04:53.007 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206496(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 253us total 245.239ms
07-15 01:04:55.415 17906 17920 I vision.svplaye: Background concurrent copying GC freed 207460(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 635us total 242.913ms
07-15 01:04:57.828 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206211(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 192us total 240.832ms
07-15 01:05:00.222 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205393(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 319us total 237.405ms
07-15 01:05:02.615 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205058(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 215us total 240.854ms
07-15 01:05:05.033 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205461(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 218us total 253.255ms
07-15 01:05:07.443 17906 17920 I vision.svplaye: Background concurrent copying GC freed 207782(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 229us total 235.061ms
07-15 01:05:09.852 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206088(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 244us total 246.070ms
07-15 01:05:12.252 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205252(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 191us total 249.958ms
07-15 01:05:14.664 17906 17920 I vision.svplaye: Background concurrent copying GC freed 207637(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 236us total 249.878ms
07-15 01:05:17.026 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204481(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 181us total 252.632ms
07-15 01:05:19.407 17906 17920 I vision.svplaye: Background concurrent copying GC freed 207804(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 202us total 231.132ms
07-15 01:05:21.793 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204494(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 163us total 234.447ms
07-15 01:05:24.191 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205986(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 190us total 248.275ms
07-15 01:05:26.570 17906 17920 I vision.svplaye: Background concurrent copying GC freed 207744(6MB) AllocSpace objects, 1(20KB) LOS objects, 21% free, 21MB/27MB, paused 272us total 244.503ms
07-15 01:05:28.343 17906 17920 I vision.svplaye: Background concurrent copying GC freed 149971(4MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 201us total 242.440ms
07-15 01:05:30.716 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206567(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 213us total 243.545ms
07-15 01:05:33.093 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206302(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 225us total 237.258ms
07-15 01:05:35.481 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205601(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 192us total 254.100ms
07-15 01:05:37.857 17906 17920 I vision.svplaye: Background concurrent copying GC freed 207943(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 271us total 238.599ms
07-15 01:05:40.245 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206092(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 208us total 251.046ms
07-15 01:05:42.637 17906 17920 I vision.svplaye: Background concurrent copying GC freed 207795(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 252us total 246.977ms
07-15 01:05:45.017 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205147(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 222us total 249.516ms
07-15 01:05:47.362 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204838(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 207us total 246.468ms
07-15 01:05:49.749 17906 17920 I vision.svplaye: Background concurrent copying GC freed 208141(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 184us total 244.982ms
07-15 01:05:52.124 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206401(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 291us total 238.348ms
07-15 01:05:54.502 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205178(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 238us total 252.320ms
07-15 01:05:56.870 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206862(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 178us total 237.312ms
07-15 01:05:59.221 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204326(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 160us total 239.141ms
07-15 01:06:01.592 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204299(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 181us total 248.332ms
07-15 01:06:03.960 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206113(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 299us total 241.294ms
07-15 01:06:06.327 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204511(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 204us total 241.580ms
07-15 01:06:08.724 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206611(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 207us total 259.497ms
07-15 01:06:11.108 17906 17920 I vision.svplaye: Background concurrent copying GC freed 207091(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 526us total 251.261ms
07-15 01:06:13.497 17906 17920 I vision.svplaye: Background concurrent copying GC freed 207501(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 230us total 250.490ms
07-15 01:06:15.871 17906 17920 I vision.svplaye: Background concurrent copying GC freed 207136(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 294us total 240.114ms
07-15 01:06:18.243 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204972(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 184us total 245.513ms
07-15 01:06:20.611 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205591(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 391us total 248.247ms
07-15 01:06:22.974 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204843(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 218us total 248.611ms
07-15 01:06:25.308 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204397(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 208us total 248.932ms
07-15 01:06:27.670 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204460(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 266us total 249.969ms
07-15 01:06:30.027 17906 17920 I vision.svplaye: Background concurrent copying GC freed 208400(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 240us total 238.697ms
07-15 01:06:32.416 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204644(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 211us total 253.252ms
07-15 01:06:34.795 17906 17920 I vision.svplaye: Background concurrent copying GC freed 208285(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 153us total 231.957ms
07-15 01:06:37.173 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205645(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 204us total 234.901ms
07-15 01:06:39.583 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206503(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 200us total 264.358ms
07-15 01:06:41.963 17906 17920 I vision.svplaye: Background concurrent copying GC freed 208748(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 159us total 242.248ms
07-15 01:06:44.350 17906 17920 I vision.svplaye: Background concurrent copying GC freed 207616(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 197us total 242.673ms
07-15 01:06:46.658 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202665(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 318us total 246.390ms
07-15 01:06:49.042 17906 17920 I vision.svplaye: Background concurrent copying GC freed 207611(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 230us total 237.385ms
07-15 01:06:51.435 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205764(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 216us total 250.923ms
07-15 01:06:53.786 17906 17920 I vision.svplaye: Background concurrent copying GC freed 207248(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 166us total 226.752ms
07-15 01:06:56.148 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203433(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 175us total 238.271ms
07-15 01:06:58.512 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204507(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 240us total 243.082ms
07-15 01:07:00.901 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206762(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 211us total 254.126ms
07-15 01:07:03.261 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206074(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 245us total 238.733ms
07-15 01:07:05.621 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204851(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 203us total 236.989ms
07-15 01:07:07.985 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204062(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 201us total 252.490ms
07-15 01:07:10.386 17906 17920 I vision.svplaye: Background concurrent copying GC freed 207425(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 232us total 243.316ms
07-15 01:07:12.776 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203883(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 194us total 234.766ms
07-15 01:07:15.162 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204822(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 221us total 237.366ms
07-15 01:07:17.565 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205166(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 257us total 240.403ms
07-15 01:07:19.964 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206173(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 194us total 238.786ms
07-15 01:07:22.370 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205968(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 217us total 241.985ms
07-15 01:07:24.781 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206212(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 200us total 249.452ms
07-15 01:07:27.191 17906 17920 I vision.svplaye: Background concurrent copying GC freed 207679(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 212us total 251.239ms
07-15 01:07:29.526 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202851(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 190us total 239.625ms
07-15 01:07:31.908 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205780(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 158us total 237.074ms
07-15 01:07:34.295 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206184(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 225us total 248.804ms
