--------- beginning of main
07-15 00:56:18.820 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 10 lines
07-15 00:56:34.413 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 11 lines
07-15 00:56:51.544 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 9 lines
07-15 00:56:55.484 17906 17906 I chatty  : uid=10247(com.smartvision.svplayer) expire 2 lines
07-15 00:56:55.786 17906 17914 I chatty  : uid=10247(com.smartvision.svplayer) Jit thread pool expire 4 lines
07-15 00:56:56.326 17906 17957 I chatty  : uid=10247(com.smartvision.svplayer) RenderThread expire 1 line
07-15 00:57:07.908 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 10 lines
07-15 00:57:31.516 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 10 lines
07-15 00:57:55.048 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 7 lines
07-15 00:58:11.539 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204570(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 259us total 237.635ms
07-15 01:02:58.865 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206522(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 148us total 250.882ms
07-15 01:03:00.442 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206277(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 175us total 243.242ms
07-15 01:03:02.039 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203451(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 152us total 253.794ms
07-15 01:03:03.622 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205677(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 205us total 253.463ms
07-15 01:03:05.199 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203106(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 179us total 242.133ms
07-15 01:03:06.774 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205193(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 273us total 244.861ms
07-15 01:03:08.361 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202292(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 188us total 253.975ms
07-15 01:03:09.934 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204434(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 172us total 238.910ms
07-15 01:03:11.522 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203629(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 223us total 243.639ms
07-15 01:03:13.113 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204665(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 173us total 249.385ms
07-15 01:03:14.685 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204246(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 169us total 248.133ms
07-15 01:03:16.242 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202633(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 211us total 235.716ms
07-15 01:03:17.821 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202153(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 197us total 245.288ms
07-15 01:03:19.344 17906 17932 I vision.svplaye: Waiting for a blocking GC ProfileSaver
07-15 01:03:19.402 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202260(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 381us total 242.242ms
07-15 01:03:19.403 17906 17932 I vision.svplaye: WaitForGcToComplete blocked ProfileSaver on HeapTrim for 58.430ms
07-15 01:03:20.977 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206267(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 177us total 234.696ms
07-15 01:03:22.564 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202565(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 157us total 235.535ms
07-15 01:03:24.138 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202887(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 197us total 238.050ms
07-15 01:03:25.712 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203374(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 202us total 240.682ms
07-15 01:03:27.291 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202878(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 287us total 237.006ms
07-15 01:03:28.843 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203250(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 862us total 235.327ms
07-15 01:03:30.412 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201915(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 272us total 242.324ms
07-15 01:03:32.005 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202598(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 145us total 243.405ms
07-15 01:03:33.579 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205770(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 688us total 239.168ms
07-15 01:03:35.167 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202852(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 143us total 235.878ms
07-15 01:03:36.736 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202332(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 269us total 236.572ms
07-15 01:03:38.308 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203670(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 204us total 236.237ms
07-15 01:03:39.880 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203339(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 228us total 235.604ms
07-15 01:03:41.456 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202979(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 297us total 236.999ms
07-15 01:03:43.039 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203024(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 164us total 239.451ms
07-15 01:03:44.618 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205524(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 185us total 240.302ms
07-15 01:03:46.188 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202744(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 187us total 245.639ms
07-15 01:03:47.767 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202357(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 200us total 244.768ms
07-15 01:03:47.965 17906 17906 I SVStartup: state localReady=true checking=false activated=true playableSource=true route=profile
07-15 01:03:48.325 17906 17920 I vision.svplaye: NativeAlloc concurrent copying GC freed 60990(2MB) AllocSpace objects, 2(104KB) LOS objects, 21% free, 22MB/28MB, paused 165us total 236.383ms
07-15 01:03:48.593 17906 17920 I vision.svplaye: NativeAlloc concurrent copying GC freed 6921(230KB) AllocSpace objects, 2(68KB) LOS objects, 20% free, 22MB/28MB, paused 199us total 267.486ms
07-15 01:03:50.754 17906 17920 I vision.svplaye: Background concurrent copying GC freed 189291(6MB) AllocSpace objects, 0(0B) LOS objects, 20% free, 22MB/28MB, paused 221us total 254.204ms
07-15 01:03:53.140 17906 17920 I vision.svplaye: Background concurrent copying GC freed 249206(7MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 360us total 254.276ms
07-15 01:03:55.534 17906 17920 I vision.svplaye: Background concurrent copying GC freed 207072(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 228us total 256.409ms
07-15 01:03:57.908 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202860(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 243us total 240.109ms
07-15 01:04:00.269 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204825(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 185us total 227.942ms
07-15 01:04:02.641 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205312(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 245us total 240.457ms
07-15 01:04:05.029 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204334(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 244us total 250.474ms
07-15 01:04:07.421 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206312(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 158us total 251.331ms
07-15 01:04:09.846 17906 17920 I vision.svplaye: Background concurrent copying GC freed 208048(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 489us total 269.101ms
07-15 01:04:12.238 17906 17920 I vision.svplaye: Background concurrent copying GC freed 209047(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 286us total 249.782ms
07-15 01:04:14.637 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206133(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 1.105ms total 234.936ms
07-15 01:04:17.009 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203140(6MB) AllocSpace objects, 1(20KB) LOS objects, 22% free, 21MB/27MB, paused 181us total 231.027ms
07-15 01:04:19.434 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204179(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 202us total 257.339ms
07-15 01:04:21.838 17906 17920 I vision.svplaye: Background concurrent copying GC freed 207870(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 214us total 251.406ms
07-15 01:04:24.252 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206875(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 196us total 248.333ms
07-15 01:04:26.649 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205143(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 204us total 258.403ms
07-15 01:04:29.052 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206712(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 201us total 244.395ms
07-15 01:04:31.459 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206076(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 200us total 247.276ms
07-15 01:04:33.852 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206097(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 213us total 237.013ms
07-15 01:04:36.247 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204156(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 220us total 246.711ms
07-15 01:04:38.645 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205366(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 211us total 242.863ms
07-15 01:04:41.047 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205094(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 222us total 248.450ms
07-15 01:04:43.438 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206232(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 164us total 237.184ms
07-15 01:04:45.808 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203362(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 240us total 250.791ms
07-15 01:04:48.200 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205979(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 227us total 238.754ms
07-15 01:04:50.592 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203063(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 174us total 233.930ms
07-15 01:04:53.007 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206496(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 253us total 245.239ms
07-15 01:04:55.415 17906 17920 I vision.svplaye: Background concurrent copying GC freed 207460(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 635us total 242.913ms
07-15 01:04:57.828 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206211(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 192us total 240.832ms
07-15 01:05:00.222 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205393(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 319us total 237.405ms
07-15 01:05:02.615 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205058(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 215us total 240.854ms
07-15 01:05:05.033 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205461(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 218us total 253.255ms
07-15 01:05:07.443 17906 17920 I vision.svplaye: Background concurrent copying GC freed 207782(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 229us total 235.061ms
07-15 01:05:09.852 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206088(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 244us total 246.070ms
07-15 01:05:12.252 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205252(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 191us total 249.958ms
07-15 01:05:14.664 17906 17920 I vision.svplaye: Background concurrent copying GC freed 207637(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 236us total 249.878ms
07-15 01:05:17.026 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204481(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 181us total 252.632ms
07-15 01:05:19.407 17906 17920 I vision.svplaye: Background concurrent copying GC freed 207804(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 202us total 231.132ms
07-15 01:05:21.793 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204494(6MB) AllocSpace objects, 0(0B) LOS objects, 22% free, 21MB/27MB, paused 163us total 234.447ms
